FILENAME,FILEENTRYID,COMPANYID,FOLDERID
Termo_de_Adjudicacao_78966887_PE_01.2022___termo_de_adjudicacao (1).pdf,1108709,35901,960742
Termo_de_Homologacao_80112682_PE_01 (2).pdf,1108719,35901,960742
Publicacao_83240143_extrato_30.03.2022.pdf,1108729,35901,960742
Ata_de_Registro_de_Precos_80782612 (1).pdf,1108771,35901,960742
Despacho_84074728 (2).pdf,1108812,35901,960742
Resultado_de_Licitacao_78966677_PE_01.2022___resultado_por_fornecedor (2).pdf,1108822,35901,960742
Publicacao.pdf,1108872,35901,960742
Despacho_84074728 (3).pdf,1109063,35901,960742
Termo_de_Homologacao_80112682_PE_01 (3).pdf,1109103,35901,960742
Publicacao_83240143_extrato_30.03.2022 (1).pdf,1109113,35901,960742
Ata_de_Registro_de_Precos_82839646.pdf,1109143,35901,960742
Despacho_84076690.pdf,1109153,35901,960742
Resultado_de_Licitacao_80375041_Resultado_por_Fornecedor.pdf,1109163,35901,960742
Ata_81259600_Ata_de_Formacao_do_Cadastro_de_Reserva_PE_28.2022.pdf,1109173,35901,960742
Termo_de_Homologacao_81147129_pe_28.pdf,1109193,35901,960742
Despacho_85256875 (2).pdf,1088709,35901,1078415
Resultado_de_Licitacao_81501696_Resultado_por_fornecedor___PE_31.2022.pdf,1088719,35901,960742
Extrato_84942217_index (2).pdf,1088759,35901,1078415
Ata_de_Registro_de_Precos_80782612 (3).pdf,1112904,35901,960742
Resultado_de_Licitacao_78966677_PE_01.2022___resultado_por_fornecedor (7).pdf,1112924,35901,960742
Termo_de_Homologacao_80112682_PE_01 (7).pdf,1112954,35901,960742
Publicacao_83240143_extrato_30.03.2022 (6).pdf,1112964,35901,960742
Tabela Ct. 046161-2022.jpg,1094701,35901,916701
Termo_de_Homologacao_79249883_Termo_de_homologacao.pdf,1109302,35901,960742
Termo_de_Homologacao_79249883_Termo_de_homologacao (1).pdf,1109312,35901,960742
Ata_de_Registro_de_Precos_82841525.pdf,1109437,35901,960742
Publicacao_83384547_EXTRATO_31.03.2022 (1).pdf,1109498,35901,960742
Ata_de_Registro_de_Precos_025-2022B.pdf,1080847,35901,1078745
Ata_de_Registro_de_Precos_025-2022B.pdf,1080857,35901,960742
Termo_de_Homologacao_025-2022B.pdf,1080926,35901,960742
Ata_de_Registro_de_025-2022C.pdf,1080964,35901,960742
Termo_de_Adjudicacao_78966887_PE_01.2022___termo_de_adjudicacao.pdf,1098617,35901,960742
Termo_de_Homologacao_80112682_PE_01 (1).pdf,1098627,35901,960742
Publicacao_83593803_EXTRATO___01_2022___A___CEI_COMA_u2030RCIO.pdf,1098637,35901,960742
Resultado_de_Licitacao_78966677_PE_01.2022___resultado_por_fornecedor (3).pdf,1109073,35901,960742
Ata_80332784_PE_01.2022___CADASTRO_RESERVA (2).pdf,1109083,35901,960742
Termo_de_Adjudicacao_78966887_PE_01.2022___termo_de_adjudicacao (4).pdf,1109093,35901,960742
Termo_de_Adjudicacao-025-2022A.pdf,1076750,35901,1078745
Resultado_de_Licitacao-025-2022C.pdf,1080993,35901,960742
Edital-025-2022C.pdf,1080983,35901,960742
Termo_de_Homologacao-025-2022C.pdf,1081023,35901,960742
Ata_de_Registro_de_Precos_025-2022D.pdf,1081052,35901,960742
Resultado_de_Licitacao_025-2022D.pdf,1081072,35901,960742
CADASTRO_RESERVA_025-2022D.pdf,1081082,35901,960742
Termo_de_Adjudicacao_025-2022D.pdf,1081092,35901,960742
Ata_de_Registro_de_Precos_84300366.pdf,1078680,35901,960742
Ata_de_Registro_de_Precos_84300026.pdf,1088778,35901,1078415
Despacho_85256875 (3).pdf,1088788,35901,1078415
Ata_83301649_Ata_do_cadastro_reserva___PE_31.2022 (2).pdf,1088808,35901,1078415
Ata_de_Registro_de_Precos_80391840.pdf,1109252,35901,960742
Ata_79251190_Ata_cadastro_reserva.pdf,1109282,35901,960742
Publicacao_83240143_extrato_30.03.2022 (2).pdf,1109340,35901,960742
Despacho_84074728 (4).pdf,1109350,35901,960742
Termo_de_Adjudicacao_78966887_PE_01.2022___termo_de_adjudicacao (5).pdf,1109380,35901,960742
Publicacao_83240143_extrato_30.03.2022 (3).pdf,1109400,35901,960742
Publicacao_81034040_EXTRATO_25.02.2022.pdf,1113119,35901,960742
Ata_de_Registro_de_Precos_80391840 (2).pdf,1113400,35901,960742
Despacho_81898187 (2).pdf,1113410,35901,960742
Ata_de_Registro_de_Precos_84297213.pdf,1085676,35901,1078415
Resultado_de_Licitacao_79492058_Compras.gov.br.pdf,1123053,35901,960742
Publicacao_82781048_EXTRATO_ATA_24.03.2022__A__B__C__D__E__F_ (3).pdf,1126100,35901,960742
Ata_de_Registro_de_Precos_82039400.pdf,1126195,35901,960742
ANEXO-XVIII-DEMONSTRATIVO-DA-APLICACAO-MINIMA-EM-SAUDE-2016.pdf,1307820,35901,1121019
ADENDO-AO-RELATORIO-DE-APLICACAO-MINIMA-NA-SAUDE-2014.pdf,1307791,35901,1121019
ADENDO-AO-RELATORIO-DE-APLICACAO-MINIMA-NA-SAUDE-2016.pdf,1307835,35901,1121019
Anexo-XVIII-DEMONSTRATIVO-DA-APLICACAO-MINIMA-EM-SAUDE-2018.pdf,1307865,35901,1121019
ADENDO-AO-DEMONSTRATIVO-DA-APLICACAO-MINIMA-NA-SAUDE-2019.pdf,1307898,35901,1121019
Anexo-XXI-DEMONSTRATIVO-DA-APLICACAO-MINIMA-EM-SAUDE-2020.pdf,1307909,35901,1121019
YouCut_20211008_153409019.mp4,1272160,35901,1257939
Despacho_85566782 (2).pdf,1116074,35901,960742
Resultado_de_Licitacao_81996345_Compras.gov.br (2).pdf,1116084,35901,960742
Termo_de_Adjudicacao_82074454_Compras.gov.br___O_SITE_DE_COMPRAS_DO_GOVERNO (2).pdf,1116104,35901,960742
Despacho_85566782 (3).pdf,1116171,35901,960742
Termo_de_Homologacao_82391920_pe_45_okkkk (2).pdf,1116211,35901,960742
Nota técnica escleroterapia com espuma.pdf,1131288,35901,64149
Relatório de Auditoria n.º 1-2022 - SES-CONT-USCI-DINSP.pdf,2195055,35901,50460
Relatório de Auditoria n.º 6-2022 - SES-CONT-USCI-DINSP.pdf,2195066,35901,50460
Anexo I - Relação da Padronização dos Centros de Custos para a SESDF.pdf,2201276,35901,1111358
Relatório-2º-trimestre-2020.pdf,1130585,35901,1130445
PLANO-DE-AÇÃO-OUVIDORIA-DA-SAÚDE-2020.pdf,1130607,35901,1130445
Relatório-1º-trimestre-2020.pdf,1130596,35901,1130445
Dispensa de Licitação  713_2022-GEAQ_DAESP  IBUPROFENO SUSPENSAO ORAL 50MGML FRASCO GOTAS 30ML.zip,1571930,35901,830183
Dispensa de Licitação  709-2022 AGAR SCREENING.pdf,1571935,35901,830183
Relatorio_Anual_de_atividades___2013_Parte_II.pdf,1112443,35901,1112398
Aquisicao-de-Cartuchos.pdf 1,1612152,1368716,1611852
Edital 01-2020 Alterado Terapia Renal Substituitiva.pdf,1658880,35901,48847
Edital 02-2012 Alterado - Ressonância Núclear Magnética.pdf,1658890,35901,48847
PDS_2016-2019_OFICIAL_Parte_II-1.pdf,1120538,35901,1120488
PDS_2016-2019_OFICIAL_Parte_I-1.pdf,1120549,35901,1120488
INSTRUMENTO_MEDICAO_RESULTADOS.pdf,1129140,35901,1125755
Plano_de_Acao_da_Rede_de_Urgencia_e_Emergencia_do_Distrito_Federal_parte_3.pdf,1112290,35901,1112275
Edital_Audiencia_Publica.pdf,1129272,35901,1129225
Lote_8___Superitencia_de_saude_da_regiao_oeste_custos.pdf,1129034,35901,1125755
"À frente da Pasta, uma das metas de Lucilene é aumentar a cobertura vacinal contra covid-19. Foto Tony Winston Agência Saúde DF.jpg",1340839,35901,0
ANEXO_insumos.pdf,1129158,35901,1125755
Lote_1___Administracao_Central_custos.pdf,1129107,35901,1125755
CCT_2019_Sindiservicos_x_Seac.pdf,1129147,35901,1125755
SEI_GDF-16973720-Termo-de-Referência.pdf,1129165,35901,1125755
SAG-3BIM_-2017.pdf,1121759,35901,1121708
2019_SAG_3_Bim.pdf,1121576,35901,1121526
SAG-6BIM_-2016.pdf,1121822,35901,1121801
2021_SAG_4°-Bim.pdf,1121385,35901,1121370
SAG-6BIM_-2015.pdf,1121919,35901,1121896
SAG-5BIM_-2016.pdf,1121829,35901,1121801
SAG-6BIM_-2014.pdf,1122012,35901,1121991
SAG-5BIM_-2014.pdf,1122019,35901,1121991
RELATÓRIO-3o-TRIMESTRE-OUVIDORIA-DA-SAÚDE-2021-Última-Versão-1.pdf,1130489,35901,1130445
PLANO-DE-AÇÃO-OUVIDORIA-DA-SAÚDE-2021.pdf,1130522,35901,1130445
Dispensa de Licitação  487-2022-GEAQ_DAESP - AMIDO SOLÚVEL ACS_ e outros.zip,1294897,35901,830183
WhatsApp-Image-2021-12-20-at-10.28.25-2.jpeg1,1630061,1368716,1614774
PLANO-DE-ACAO-OUVIDORIA-DA-SAUDE-2022.pdf,1130448,35901,1130445
Relatorio-primeiro-trimestre-2021-1.pdf,1130511,35901,1130445
Despacho_85912567.pdf,1123488,35901,960742
Termo_de_Adjudicacao_82637529_Termo_de_Adjudicacao___PE_62.2022.pdf,1123518,35901,960742
Termo_de_Homologacao_83142136_PE_62.pdf,1123528,35901,960742
Ata_de_Registro_de_Precos_84307950.pdf,1123722,35901,960742
Despacho_85912402.pdf,1123732,35901,960742
Ata_82781059_Ata_de_Formacao_do_Cadastro_de_Reserva.pdf,1123752,35901,960742
Termo_de_Adjudicacao_81604499_PE_35.2022__termo_de_adjudicacao.pdf,1123762,35901,960742
Despacho_85912402 (1).pdf,1123835,35901,960742
Resultado_de_Licitacao_81604376_PE_35.2022___resultado_por_fornecedor (1).pdf,1123845,35901,960742
Termo_de_Adjudicacao_81604499_PE_35.2022__termo_de_adjudicacao (1).pdf,1123875,35901,960742
Termo_de_Homologacao_82631022_PE_35 (1).pdf,1123885,35901,960742
Ata_de_Registro_de_Precos_84307979.pdf,1123916,35901,960742
Resultado_de_Licitacao_81604376_PE_35.2022___resultado_por_fornecedor (2).pdf,1123936,35901,960742
Ata_82781059_Ata_de_Formacao_do_Cadastro_de_Reserva (3).pdf,1123946,35901,960742
Ata_83334437_Ata_de_Formacao_do_Cadastro_de_Reserva.pdf,1124296,35901,960742
Resultado_de_Licitacao_82801870_RESULTADO_POR_FORNECEDOR_PE_50.2022 (1).pdf,1124367,35901,960742
Despacho_82968817.pdf,1125769,35901,960742
Termo_de_Adjudicacao_79573678_TERMO_DE_ADJUDICACAO.pdf,1125799,35901,960742
Ata_de_Registro_de_Precos_82038490.pdf,1125861,35901,960742
Termo_de_Adjudicacao_79573678_TERMO_DE_ADJUDICACAO (1).pdf,1125901,35901,960742
Termo_de_Homologacao_80118552_PE_07 (1).pdf,1125911,35901,960742
Publicacao_82781048_EXTRATO_ATA_24.03.2022__A__B__C__D__E__F_ (1).pdf,1125921,35901,960742
Despacho_82968817 (2).pdf,1125963,35901,960742
Ata_80428692_ata_de_cadastro_reserva (2).pdf,1125993,35901,960742
Termo_de_Adjudicacao_79573678_TERMO_DE_ADJUDICACAO (2).pdf,1126003,35901,960742
Termo_de_Adjudicacao_79573678_TERMO_DE_ADJUDICACAO (3).pdf,1126110,35901,960742
Despacho_82968817 (6).pdf,1126301,35901,960742
Ata_de_Registro_de_Precos_81306182.pdf,1162716,35901,960742
Informativo Epidemiológico das Leishmanioses nº 2_2022.pdf,1652512,35901,78219
Pactuacao_2013.pdf,1120689,35901,1120647
Pactuacao_2014.pdf,1120696,35901,1120647
Pactuacao_2015.pdf,1122707,35901,1120647
plano_de_saude_2004_2007.pdf,1120509,35901,1120488
planodesaude_2012_2015.pdf,1120527,35901,1120488
Ata_de_Registro_de_Precos_82038818.pdf,1125953,35901,960742
Resultado_de_Licitacao_79573498_Resultado_por_fornecedor (2).pdf,1125983,35901,960742
Caderno-de-Diretrizes-Objetivos-Metas-e-Indicadores_2016.pdf,1120671,35901,1120647
PACTUACAO-INTERFEDERATIVA-2017-2021.pdf,1120678,35901,1120647
Termo_de_Homologacao_80118552_PE_07 (2).pdf,1126013,35901,960742
Publicacao_82781048_EXTRATO_ATA_24.03.2022__A__B__C__D__E__F_ (2).pdf,1126023,35901,960742
Termo_de_Homologacao_80118552_PE_07 (3).pdf,1126124,35901,960742
Publicacao_82781048_EXTRATO_ATA_24.03.2022__A__B__C__D__E__F_ (4).pdf,1126134,35901,960742
Termo_de_Adjudicacao_79573678_TERMO_DE_ADJUDICACAO (5).pdf,1126335,35901,960742
Lote_7___Superitendencia_de_saude_da_regiao_sudoeste2.pdf,1129041,35901,1125755
Lote_5___Superitendencia_de_saude_da_regiao_norte.pdf,1129063,35901,1125755
Lote_3___Superintendencia_de_saude_da_regiao_sul.pdf,1129085,35901,1125755
Lote_2___Superintendencia_da_Regiao_de_Saude_Centro_custos.pdf,1129096,35901,1125755
PLANILHA_FORMACAO_DE_CUSTOS.pdf,1129118,35901,1125755
ASA SUL - 2022 - ATUALIZADO (1).pptx,1367026,35901,0
ANEXO_VI_-_Comprovante_de_Remocao_dos_pacientes_do_SAD_AC_atualizado.pdf,1129451,35901,1129379
ANEXO_IV_-_Planilha_de_Composicao_de_Custos_da_Diaria_Padrao.pdf,1129473,35901,1129379
ANEXO_II_-_Solicitacao_do_SAD-AC.pdf,1129495,35901,1129379
AVISO-e-EDITAL-DE-AUDIÊNCIA-PÚBLICA2.pdf,1129733,35901,1125752
AVISO-DE-AUDIÊNCIA-PÚBLICA-ECÓGRAFOS.pdf,1129744,35901,1125752
Contribuicao_do_Sr._Claudio_Ramos_de_Oliveira.pdf,1129427,35901,1129379
ANEXO_VII_-_Planilha_de_Indicadores_de_Acompanhamento_do_SAD-AC.pdf,1129440,35901,1129379
ANEXO_V_-_Planilha_de_Composição_de_Custos_de_itens_variáveis_e_adicionais_atualizado.pdf,1129462,35901,1129379
Ata 9ª Reunião CIG.pdf,1345007,35901,47644
Gestao-de-Custos.png,1111500,35901,1111494
Anexo V Manual_custos_atenção_Hospitalar.pdf,1463183,35901,1111358
Dispensa de Licitação  737-2022- BEZAFIBRATO.rar,1667852,35901,830183
Termo_de_Adjudicacao_79492781_Compras.gov.br___O_SITE_DE_COMPRAS_DO_GOVERNO (1).pdf,1123214,35901,960742
Ata_de_Registro_de_Precos_80832481.pdf,1123174,35901,960742
Relatorio_Anual_de_atividades___2014_Parte_III.pdf,1112464,35901,1112398
Relatorio_Anual_de_atividades___2014_Parte_II.pdf,1112475,35901,1112398
Relatorio_Anual_de_atividades___2014_Parte_I.pdf,1112486,35901,1112398
Relatorio_Anual_de_atividades___2015_Parte_II.pdf,1112497,35901,1112398
Relatorio_Anual_de_atividades___2015_Parte_I.pdf,1112508,35901,1112398
RAT-2017.pdf,1112530,35901,1112398
RAT-2019.pdf,1112552,35901,1112398
Ata_79700018_Compras.gov.br___O_SITE_DE_COMPRAS_DO_GOVERNO (1).pdf,1123204,35901,960742
Termo_de_Homologacao_79687308_PE_26 (1).pdf,1123224,35901,960742
Termo_de_Homologacao_83142136_PE_62 (1).pdf,1123641,35901,960742
Extrato_84940738_index (1).pdf,1123651,35901,960742
Despacho_85566782 (1).pdf,1126709,35901,960742
Resultado_de_Licitacao_81996345_Compras.gov.br (1).pdf,1126719,35901,960742
Ata_82396310_Compras.gov.br___O_SITE_DE_COMPRAS_DO_GOVERNO (1).pdf,1126729,35901,960742
2020_Resolucao_531_CSDF_aprova_PAS.pdf,1115970,35901,1115903
PAS_2018__versao_Final_com_Aprovacao.pdf,1115948,35901,1115903
PAS-2019-CSDF-Aprovada.pdf,1115959,35901,1115903
Ata_83301464_Ata_do_cadastro_reserva___PE_62.2022 (2).pdf,1123621,35901,960742
Termo_de_Adjudicacao_82637529_Termo_de_Adjudicacao___PE_62.2022 (1).pdf,1123631,35901,960742
Termo_de_Adjudicacao_81604499_PE_35.2022__termo_de_adjudicacao (2).pdf,1123956,35901,960742
Termo_de_Homologacao_82631022_PE_35 (2).pdf,1123966,35901,960742
Extrato_85363994_index (1).pdf,1123976,35901,960742
Extrato_85369746_index.pdf,1124326,35901,960742
Manual de Gestão de Custos da Atenção Hospitalar.pdf,1522710,35901,1111358
Resolução-no-543-PAS-2021.pdf,1115992,35901,1115903
2021_06_16_PAS_2021_CSDF-apos-resolucao-CSDF.pdf,1115999,35901,1115903
ANEXO_I_-_Termo_de_Adesao_ao_SAD-AC.pdf,1129506,35901,1129379
ANEXO_III_TABELA_DE_AVALIACAO_DE_COMPEXIDADE_ASSISTENCIAL_ABEMID_SAD_AC_12_03_2015.pdf,1129484,35901,1129379
Nota_Tecnica_58531734.pdf,1258143,35901,1258112
nota_tecnica_fisio_uroginecologia_no_adulto.pdf,1258165,35901,1258112
nota_tecnica_terapia_ocupacional (1).pdf,1258187,35901,1258112
nota_tecnica_terapia_ocupacional.pdf,1258198,35901,1258112
SEI_00060_00133276_2021_92-nota-neuro-adulto.pdf,1258231,35901,1258112
Ata_79700018_Compras.gov.br___O_SITE_DE_COMPRAS_DO_GOVERNO.pdf,1123063,35901,960742
Termo_de_Homologacao_79687308_PE_26.pdf,1123083,35901,960742
Nota Técnica CIRURGIA VENOSA.pdf,1131278,35901,64149
Anexo-2-Relacao-de-Ouvidorias-atendimento-presencial-2021_formatado.pdf,1152695,35901,1152689
Portaria_n._08__10_02_21__horario_.pdf,1158779,35901,1158773
Plano_de_Acao_da_Rede_de_Urgencia_e_Emergencia_do_Distrito_Federal_parte_2.pdf,1112297,35901,1112275
Plano_de_Acao_da_Rede_de_Urgencia_e_Emergencia_do_Distrito_Federal_parte_1.pdf,1112308,35901,1112275
Termo_de_Referencia___Gama_Camara.pdf,1129264,35901,1129225
Relatorio_Anual_de_atividades___2016.pdf,1112519,35901,1112398
Termo_de_Referencia___Gama_Camara.pdf,1129234,35901,1125752
Edital_Audiencia_Publica.doc,1129610,35901,1129592
RELATORIO_DE_ANALISE_DE_CONTRIBUICOES_DA_AUDIENCIA_PUBLICA_N.1.2017_GEAD.doc,1129548,35901,1129379
Ata_de_Registro_de_Precos_80833019.pdf,1123271,35901,960742
Despacho_82445349 (2).pdf,1123281,35901,960742
Termo_de_Adjudicacao_79492781_Compras.gov.br___O_SITE_DE_COMPRAS_DO_GOVERNO (2).pdf,1123311,35901,960742
Termo_de_Homologacao_79687308_PE_26 (3).pdf,1123429,35901,960742
Publicacao_82036138_index (4).pdf,1123439,35901,960742
1.-Curriculo-de-Thyerys-Araruna-Almeida-atualizado-em-25.08.2021.pdf,1152638,35901,1152629
Anexo II- Relação da Padronização dos Itens de Produção para SESDF.pdf,1463153,35901,1111358
Anexo IV- Relação da Padronização dos Critérios de Rateio dos Itens de Produção e Itens de Custos para SESDF.pdf,1463173,35901,1111358
Contribuicao_da_Empresa_Viventi.pdf,1129418,35901,1129379
TERMO_DE_REFERENCIA_-_Home_Care.pdf,1129517,35901,1129379
Edital_da_Audiencia_Publica_-_Home_Care.pdf,1129524,35901,1129379
Termo_de_Referencia_Aparelhos_de_Ressonancia_e_Tomografia_Computadorizada.pdf,1129603,35901,1129592
Capturar-2.png,1148811,35901,1130445
prazos-ok.png,1148841,35901,1130445
Relatório de Auditoria n.º 3-2022 - SES-CONT-USCI-DINSP.pdf,2195046,35901,50460
minuta_projeto_basico.pdf 1,1612367,1368716,1611852
Planilha_83721269_MAR_Portal_da_Transparencia.pdf,1257553,35901,47659
Ata_de_Registro_de_Precos_84334690.pdf,1123478,35901,960742
Resultado_de_Licitacao_82636671_Resultado_por_fornecedor___PE_62.2022.pdf,1123498,35901,960742
Ata_83301464_Ata_do_cadastro_reserva___PE_62.2022.pdf,1123508,35901,960742
Ata_82781059_Ata_de_Formacao_do_Cadastro_de_Reserva (1).pdf,1123855,35901,960742
Despacho_85912402 (2).pdf,1123926,35901,960742
Termo_de_Adjudicacao_82801953_Termo_de_Adjudicacao_PE_50.2022.pdf,1124306,35901,960742
Dispensa de Licitação  749-2022 BROCA ALTA ROTAÇÃO.rar,1659701,35901,830183
Ata_83334437_Ata_de_Formacao_do_Cadastro_de_Reserva (1).pdf,1124377,35901,960742
Termo_de_Adjudicacao_82801953_Termo_de_Adjudicacao_PE_50.2022 (1).pdf,1124387,35901,960742
Termo_de_Homologacao_83141943_PE_50 (1).pdf,1124397,35901,960742
Ata_de_Registro_de_Precos_83894698.pdf,1124586,35901,960742
Despacho_85566782.pdf,1124596,35901,960742
Termo_de_Adjudicacao_82074454_Compras.gov.br___O_SITE_DE_COMPRAS_DO_GOVERNO.pdf,1124626,35901,960742
Ata_de_Registro_de_Precos_83895433.pdf,1124678,35901,960742
Ata_de_Registro_de_Precos_82038266.pdf,1125759,35901,960742
Ata_80428692_ata_de_cadastro_reserva.pdf,1125789,35901,960742
Termo_de_Homologacao_80118552_PE_07.pdf,1125809,35901,960742
Publicacao_82781048_EXTRATO_ATA_24.03.2022__A__B__C__D__E__F_.pdf,1125819,35901,960742
Ata_de_Registro_de_Precos_82038490.pdf,1125840,35901,903147
Resultado_de_Licitacao_79573498_Resultado_por_fornecedor (3).pdf,1126215,35901,960742
Ata_80428692_ata_de_cadastro_reserva (3).pdf,1126225,35901,960742
Resultado_de_Licitacao_79573498_Resultado_por_fornecedor (4).pdf,1126311,35901,960742
Anexo V - Critério de Rateio Ponderado.pdf,2201296,35901,1111358
Relatório de Auditoria n.º 4-2022 - SESCONT-USCI-DINSP.pdf,2195076,35901,50460
RAG-2016-Parte-I.pdf,1125518,35901,1112609
RESOLUCAO_CSDF_RAG_2010.pdf,1125346,35901,1112609
2.-Lei-Complementar-n-11-de12-de-julho-de-1996-Criacao-do-Fundo-de-Saude-do-DF.pdf,1149759,35901,60704
Lei-Federal-nº-9.263-1996-Regula-o-§-7º-do-art.-226-da-Constituição-Federal-que-trata-do-Planejamento-Familiar.pdf,1149770,35901,60704
Lei-nº-4.101-2008-Dispensa-o-pagamento-das-despesas-com-funeral-a-pessoa-que-tiver-doado-orgãos..pdf,1149830,35901,60704
1.-Lei-4.320-1964-Normas-Gerais-de-Direito-Financeiro-para-Elaboração-e-Controle-dos-Orçamentos-e-Balanços-da-União-dos-Estados-dos-Municípios-e-DF.pdf,1149734,35901,60704
Lei-nº-8.080-1990-Dispõe-sobre-as-condições-para-promoção-proteção-e-recuperação-da-saúde-e-funcionamento-dos-serviços-correspondentes..pdf,1149803,35901,60704
Lei-nº-8142-1990-Participação-da-comunidade-na-gestão-do-Sistema-Único-de-Saúde..pdf,1149819,35901,60704
Lei-Distrital-n.º-3.321-2004-Reestrutura-a-carreira-de-Cirurgião-Dentista-do-quadro-de-pessoal-do-DF.pdf,1149878,35901,60704
Lei-Distrital-n.º-3.320-2004-Reestrutura-a-carreira-Assistência-Pública-à-Saúde-do-DF..pdf,1149889,35901,60704
Lei-nº-10.708-2003-Institui-o-auxílio-reabilitação-psicossocial-para-pacientes-acometidos-de-transtornos-mentais-egressos-de-internações.pdf,1149900,35901,60704
Lei-nº-10.216-2001-Proteção-e-direitos-das-pessoas-portadoras-de-transtornos-mentais-e-redireciona-o-modelo-assistencial-em-saúde-mental..pdf,1149918,35901,60704
Lei-12.845-2013-Dispõe-sobre-o-atendimento-obrigatório-e-integral-de-pessoas-em-situação-de-violência-sexual.pdf,1149942,35901,60704
6.-Lei-n-4.990-2012-Regula-o-Acesso-a-Informacao-no-Distrito-Federal.pdf,1149955,35901,60704
8.-Lei-n-5.374-2014-Politica-de-Aleitamento-Materno-para-o-DF-2.pdf,1149973,35901,60704
7.-Lei-n-5.311-2014-Instituicao-da-campanha-permanente-de-esclarecimento-orientacao-controle-contencao-e-prevencao-do-tabagismo-no-DF.pdf,1149999,35901,60704
8.-Lei-n-5.374-2014-Politica-de-Aleitamento-Materno-para-o-DF.pdf,1150010,35901,60704
Lei-Distrita-n.º-5952-2017-Dispõe-sobre-o-atendimento-obrigatório-e-integral-de-pessoas-em-situação-de-violência-sexual.-2.pdf,1150032,35901,60704
LEI-DF-2021-06926.pdf,1150165,35901,60704
Ata_de_Registro_de_Precos_80832390.pdf,1123033,35901,960742
Despacho_82445349.pdf,1123043,35901,960742
Termo_de_Adjudicacao_79492781_Compras.gov.br___O_SITE_DE_COMPRAS_DO_GOVERNO.pdf,1123073,35901,960742
Publicacao_82036138_index.pdf,1123093,35901,960742
RAG_2013_PARTE_I.pdf,1125425,35901,1112609
RESOLUCAO_CSDF_RAG_2014.pdf,1125444,35901,1112609
RAG_2014_Versao_Final.pdf,1125451,35901,1112609
RAG-2016-Parte-II.pdf,1125503,35901,1112609
Portaria-n.º-55-1994-Ministério-da-Saúde-Dispõe-sobre-a-rotina-do-Tratamento-Fora-de-Domicilio-no-SUS.pdf,1160178,35901,75753
Publicacao_82036138_index (3).pdf,1123359,35901,960742
Despacho_82445349 (3).pdf,1123369,35901,960742
dengue-300x225.jpgm,1536878,1368716,1534409
Dispensa de Licitação  557-2022 LIMA USO ODONTOLÓGICO.rar,1339005,35901,830183
dengue-300x225.jpg1,1536761,1368716,1534409
DODF-241-20-12-2018-INTEGRA-PAG-29.pdf,1111533,35901,1111527
LDO-ANEXO-DE-METAS-E-PRIORIDADES-2017.pdf,1121110,35901,1121019
LDO-ANEXO-DE-METAS-E-PRIORIDADES-2014.pdf,1121143,35901,1121019
LEI-DE-DIRETRIZES-ORCAMENTARIAS-2015.pdf,1121237,35901,1121019
LEI-DE-DIRETRIZES-ORCAMENTARIAS-2014.pdf,1121248,35901,1121019
LEI-DE-DIRETRIZES-ORCAMENTARIAS-2013.pdf,1121259,35901,1121019
2020_SAG_4o-Bim.pdf,1121472,35901,1121429
2020_SAG_3o-Bim.pdf,1121483,35901,1121429
2020_SAG_1o-Bim.pdf,1121505,35901,1121429
LDO-2022-Anexo-de-Metas-e-Prioridades.pdf,1121055,35901,1121019
LDO-2021-Anexo-de-Metas-e-Prioridades.pdf,1121064,35901,1121019
2018_SAG_5_Bim.pdf,1121644,35901,1121615
2018_SAG_4_Bim.pdf,1121656,35901,1121615
2018_SAG_3_Bim.pdf,1121667,35901,1121615
2019_SAG_6o-Bim.pdf,1121547,35901,1121526
2019_SAG_4_Bim.pdf,1121565,35901,1121526
2018_SAG_2_Bim.pdf,1121678,35901,1121615
2018_SAG_1_Bim.pdf,1121689,35901,1121615
2017_SAG_4_Bim.pdf,1121748,35901,1121708
SAG-2BIM_-2017.pdf,1121770,35901,1121708
SAG-4BIM_-2016.pdf,1121840,35901,1121801
Despacho_85912567 (1).pdf,1123590,35901,960742
Ata_83301464_Ata_do_cadastro_reserva___PE_62.2022 (1).pdf,1123611,35901,960742
Resultado_de_Licitacao_81604376_PE_35.2022___resultado_por_fornecedor.pdf,1123742,35901,960742
Termo_de_Homologacao_82631022_PE_35.pdf,1123772,35901,960742
Extrato_85363994_index.pdf,1123782,35901,960742
Ata_de_Registro_de_Precos_84307967.pdf,1123825,35901,960742
Ata_82781059_Ata_de_Formacao_do_Cadastro_de_Reserva (2).pdf,1123865,35901,960742
Despacho_85449484.pdf,1124276,35901,960742
Resultado_de_Licitacao_82801870_RESULTADO_POR_FORNECEDOR_PE_50.2022.pdf,1124286,35901,960742
Termo_de_Homologacao_83141943_PE_50.pdf,1124316,35901,960742
Ata_de_Registro_de_Precos_85064807.pdf,1124347,35901,960742
Despacho_85449484 (1).pdf,1124357,35901,960742
Extrato_85369746_index (1).pdf,1124407,35901,960742
Termo_de_Adjudicacao_82074454_Compras.gov.br___O_SITE_DE_COMPRAS_DO_GOVERNO (1).pdf,1126739,35901,960742
Extrato_85366237_index.pdf,1126770,35901,960742
Relatorio_Anual_de_Gestao_2010.pdf,1125353,35901,1112609
RAG_2012_-Parte_II.pdf,1125381,35901,1112609
RAG_2012-_Parte_I.pdf,1125392,35901,1112609
